iata,icao,name,lat,lon,alt,continent,iso_country
OEL,UUOR,Oryol Yuzhny Airport,52.93470001,36.00220108,656,EU,RU
OER,ESNO,Örnsköldsvik Airport,63.40829849,18.98999977,354,EU,SE
OFJ,BIOF,Ólafsfjörður Airport,66.08329773,-18.66670036,32,EU,IS
OGZ,URMO,Beslan Airport,43.20510101,44.60660172,1673,EU,RU
OHD,LWOH,Ohrid St. Paul the Apostle Airport,41.18,20.7423,2313,EU,MK
OHR,EDXY,Wyk auf Föhr Airport,54.68444443,8.52833271,26,EU,DE
OKH,EGXJ,RAF Cottesmore,52.735699,-0.648769,461,EU,GB
OKT,UWUK,Oktyabrskiy Airport,54.43999863,53.38830185,377,EU,RU
OLA,ENOL,Ørland Airport,63.69889832,9.604000092,28,EU,NO
OLB,LIEO,Olbia Costa Smeralda Airport,40.898701,9.51763,37,EU,IT
OLI,BIRF,Rif Airport,64.91139984,-23.82309914,18,EU,IS
OLO,LKOL,Olomouc Airport,49.587799,17.2108,869,EU,CZ
OLZ,UEMO,Olyokminsk Airport,60.397499,120.471001,656,EU,RU
OMO,LQMO,Mostar International Airport,43.28290176,17.84589958,156,EU,BA
OMR,LROD,Oradea International Airport,47.02529907,21.90250015,465,EU,RO
ONK,UERO,Olenyok Airport,68.514999,112.480003,847,EU,RU
OPA,BIKP,Kópasker Airport,66.31079865,-16.4666996,20,EU,IS
OPO,LPPR,Francisco de Sá Carneiro Airport,41.24810028,-8.681389809,228,EU,PT
ORB,ESOE,Örebro Airport,59.22370148,15.03800011,188,EU,SE
ORE,LFOZ,Orléans – Saint-Denis-de-l'Hôtel Airport,47.8969,2.16333,396,EU,FR
ORK,EICK,Cork Airport,51.84130096,-8.491109848,502,EU,IE
ORM,EGBK,Sywell Aerodrome,52.30530167,-0.793056011,429,EU,GB
ORY,LFPO,Paris-Orly Airport,48.7233333,2.3794444,291,EU,FR
OSD,ESNZ,Åre Östersund Airport,63.19440079,14.50030041,1233,EU,SE
OSF,UUMO,Ostafyevo International Airport,55.511667,37.507222,568,EU,RU
OSI,LDOS,Osijek Airport,45.46269989,18.81019974,290,EU,HR
OSK,ESMO,Oskarshamn Airport,57.350498,16.497999,96,EU,SE
OSL,ENGM,Oslo Gardermoen Airport,60.19390106,11.10039997,681,EU,NO
OSP,EPSK,Redzikowo Air Base,54.47890091,17.10750008,217,EU,PL
OSR,LKMT,Ostrava Leos Janáček Airport,49.69630051,18.11109924,844,EU,CZ
OST,EBOS,Ostend-Bruges International Airport,51.19889832,2.862220049,13,EU,BE
OSW,UWOR,Orsk Airport,51.07249832,58.59560013,909,EU,RU
OSY,ENNM,Namsos Høknesøra Airport,64.47219849,11.57859993,7,EU,NO
OSZ,EPKO,Koszalin Zegrze Pomorskie,54.0425,16.2656,249,EU,PL
OTP,LROP,Henri Coandă International Airport,44.5711111,26.085,314,EU,RO
OUK,GB-OUK,Outer Skerries Airport,60.4252,-0.75,76,EU,GB
OUL,EFOU,Oulu Airport,64.930099,25.354601,47,EU,FI
OVD,LEAS,Asturias Airport,43.56359863,-6.034619808,416,EU,ES
OXF,EGTK,Oxford (Kidlington) Airport,51.8368988,-1.320000052,270,EU,GB
OZH,UKDE,Zaporizhzhia International Airport,47.86700058,35.31570053,373,EU,UA
OZP,LEMO,Moron Air Base,37.17490005,-5.615940094,285,EU,ES
PAD,EDLP,Paderborn Lippstadt Airport,51.61410141,8.616319656,699,EU,DE
PAS,LGPA,Paros National Airport,37.020495,25.113195,131,EU,GR
PDL,LPPD,João Paulo II Airport,37.74119949,-25.69790077,259,EU,PT
PDV,LBPD,Plovdiv International Airport,42.067799,24.8508,597,EU,BG
PED,LKPD,Pardubice Airport,50.01340103,15.73859978,741,EU,CZ
PEE,USPP,Bolshoye Savino Airport,57.91450119,56.02119827,404,EU,RU
PEF,EDCP,Peenemünde Airport,54.15777969,13.77444363,7,EU,DE
PEG,LIRZ,Perugia San Francesco d'Assisi – Umbria International Airport,43.095901,12.5132,697,EU,IT
PES,ULPB,Petrozavodsk Airport,61.8852005,34.15470123,151,EU,RU
PEV,LHPP,Pécs-Pogány Airport,45.990898,18.240996,1000,EU,HU
PEX,UUYP,Pechora Airport,65.12110138,57.13079834,98,EU,RU
PEZ,UWPP,Penza Airport,53.11059952,45.02109909,614,EU,RU
PFJ,BIPA,Patreksfjörður Airport,65.555801,-23.965,11,EU,IS
PGF,LFMP,Perpignan-Rivesaltes (Llabanère) Airport,42.74039841,2.87067008,144,EU,FR
PGX,LFBX,Périgueux-Bassillac Airport,45.19810104,0.81555599,328,EU,FR
PHM,DE-0428,Böblingen Flugfeld,48.689544,8.996193,,EU,DE
PHM,DE-0429,Böblingen Flugfeld,48.689544,8.996193,,EU,DE
PIK,EGPK,Glasgow Prestwick Airport,55.50939941,-4.586669922,65,EU,GB
PIS,LFBI,Poitiers-Biard Airport,46.58769989,0.306665987,423,EU,FR
PIX,LPPI,Pico Airport,38.554298,-28.441299,109,EU,PT
PJA,ESUP,Pajala Airport,67.24559784,23.06889915,542,EU,SE
PKH,LGHL,Porto Cheli Airport,37.29891,23.148923,69,EU,GR
PKV,ULOO,Pskov Airport,57.78390121,28.39559937,154,EU,RU
PLH,EGHD,Plymouth City Airport,50.422798,-4.10583,476,EU,GB
PLQ,EYPA,Palanga International Airport,55.97320175,21.09390068,33,EU,LT
PLV,UKHP,Suprunovka Airport,49.5685997,34.39720154,505,EU,UA
PME,EGVF,Fleetlands Heliport,50.83530045,-1.169170022,3,EU,GB
PMF,LIMP,Parma Airport,44.824501,10.2964,161,EU,IT
PMI,LEPA,Palma De Mallorca Airport,39.55170059,2.738810062,27,EU,ES
PMO,LICJ,Falcone–Borsellino Airport,38.175999,13.091,65,EU,IT
PNA,LEPP,Pamplona Airport,42.77000046,-1.646329999,1504,EU,ES
PNL,LICG,Pantelleria Airport,36.816502,11.9689,628,EU,IT
PNV,EYPP,Panevėžys Air Base,55.72940063,24.46080017,197,EU,LT
POR,EFPO,Pori Airport,61.4617,21.799999,44,EU,FI
POV,LZPW,Prešov Air Base,49.02970123,21.31559944,1060,EU,SK
POW,LJPZ,Portoroz Airport,45.47340012,13.61499977,7,EU,SI
POX,LFPT,Aérodrome de Pontoise - Cormeilles en Vexin,49.096667,2.040833,325,EU,FR
POZ,EPPO,Poznań-Ławica Airport,52.42100143,16.82629967,308,EU,PL
PPW,EGEP,Papa Westray Airport,59.35169983,-2.900279999,91,EU,GB
PRG,LKPR,Václav Havel Airport Prague,50.1008,14.26,1247,EU,CZ
PRM,LPPM,Portimão Airport,37.1493,-8.58396,5,EU,PT
PRN,BKPR,Priština International Airport,42.5728,21.035801,1789,EU,XK
PRP,LFKO,Propriano Airport,41.66059875,8.889749527,13,EU,FR
PRV,LKPO,Přerov Air Base,49.42580032,17.40469933,676,EU,CZ
PSA,LIRP,Pisa International Airport,43.683899,10.3927,6,EU,IT
PSH,EDXO,St. Peter-Ording Airport,54.30888748,8.686944008,7,EU,DE
PSL,EGPT,Perth/Scone Airport,56.43920135,-3.372220039,397,EU,GB
PSR,LIBP,Pescara International Airport,42.431702,14.1811,48,EU,IT
PSV,GB-PSV,Papa Stour Airport,60.321701,-1.69306,,EU,GB
PUF,LFBP,Pau Pyrénées Airport,43.38000107,-0.41861099,616,EU,FR
PUY,LDPL,Pula Airport,44.89350128,13.9222002,274,EU,HR
PVK,LGPZ,Aktion National Airport,38.92549896,20.76530075,11,EU,GR
PVS,UHMD,Provideniya Bay Airport,64.37809753,-173.2429962,72,EU,RU
PXO,LPPS,Porto Santo Airport,33.07339859,-16.35000038,341,EU,PT
PYR,LGAD,Andravida Air Base,37.9207,21.292601,55,EU,GR
PZE,EGHK,Penzance Heliport,50.128101,-5.51845,14,EU,GB
PZY,LZPP,Piešťany Airport,48.62519836,17.82839966,545,EU,SK
QAQ,LIAP,L'Aquila–Preturo Airport,42.379902,13.3092,2211,EU,IT
QCY,EGXC,RAF Coningsby,53.0929985,-0.166014001,25,EU,GB
QEO,EPKW,Bielsko-Bialo Kaniow Airfield,49.93999863,19.02199936,1316,EU,PL
QHU,EDXJ,Husum-Schwesing Airport,54.50999832,9.138333321,62,EU,DE
QKX,ENKA,Kautokeino Air Base,69.04029846,23.0340004,1165,EU,NO
QLF,EFLA,Lahti Vesivehmaa Airport,61.144199,25.693501,502,EU,FI
QLP,LIQW,Sarzana-Luni Air Base,44.088001,9.98795,45,EU,IT
QLR,LPMR,Monte Real Air Base,39.828335,-8.8875,187,EU,PT
QLT,LIRL,Latina Air Base,41.5424,12.909,94,EU,IT
QNC,LSGN,Neuchatel Airport,46.95750046,6.864719868,1427,EU,CH
QND,LYNS,Cenej Airport,45.385799,19.839199,266,EU,RS
QNJ,LFLI,Annemasse Airport,46.19200134,6.268390179,1620,EU,FR
QPA,LIPU,Padova Airport,45.395802,11.8479,44,EU,IT
QRT,LIQN,Rieti Airport,42.4272,12.8517,1278,EU,IT
QSA,LELL,Sabadell Airport,41.52090073,2.105079889,485,EU,ES
QSR,LIRI,Salerno Costa d'Amalfi Airport,40.620399,14.9113,119,EU,IT
QUG,EGHR,Goodwood Aerodrome,50.859402,-0.759167,98,EU,GB
QUY,EGUY,RAF Wyton,52.35720062,-0.107832998,135,EU,GB
QYD,EPOK,Oksywie Military Air Base,54.57970047,18.51720047,144,EU,PL
RAN,LIDR,Ravenna Airport,44.36391,12.224978,1,EU,IT
RBM,EDMS,Straubing Airport,48.90083313,12.51666737,1047,EU,DE
RCO,LFDN,Rochefort-Saint-Agnant (BA 721) Airport,45.88779831,-0.983056009,60,EU,FR
RCS,EGTO,Rochester Airport,51.35189819,0.503332973,436,EU,GB
RDO,EPRA,Radom Airport,51.3891983,21.21330071,610,EU,PL
RDZ,LFCR,Rodez-Marcillac Airport,44.40790176,2.482670069,1910,EU,FR
REB,EDAX,Rechlin-Lärz Airport,53.30638886,12.75222206,220,EU,DE
REG,LICR,Reggio Calabria Airport,38.071201,15.6516,96,EU,IT
REN,UWOO,Orenburg Central Airport,51.79579926,55.45669937,387,EU,RU
RET,ENRS,Røst Airport,67.52780151,12.10330009,7,EU,NO
REU,LERS,Reus Air Base,41.1473999,1.167170048,233,EU,ES
RFN,BIRG,Raufarhöfn Airport,66.40640259,-15.91829967,39,EU,IS
RGS,LEBG,Burgos Airport,42.357601,-3.62076,2945,EU,ES
RHA,BIRE,Reykhólar Airport,65.45262909,-22.20611572,60,EU,IS
RHE,LFSR,Reims-Champagne (BA 112) Air Base,49.310001,4.05,312,EU,FR
RHO,LGRP,Diagoras Airport,36.40539932,28.08620071,17,EU,GR
RIX,EVRA,Riga International Airport,56.92359924,23.97109985,36,EU,LV
RJK,LDRI,Rijeka Airport,45.21689987,14.5703001,278,EU,HR
RJL,LELO,Logroño-Agoncillo Airport,42.46095349,-2.322235107,1161,EU,ES
RKE,EKRK,Copenhagen Roskilde Airport,55.58560181,12.13140011,146,EU,DK
RKV,BIRK,Reykjavik Airport,64.12999725,-21.94059944,48,EU,IS
RLG,ETNL,Rostock-Laage Airport,53.91820145,12.27830029,138,EU,DE
RMI,LIPR,Federico Fellini International Airport,44.020302,12.6117,40,EU,IT
RMS,ETAR,Ramstein Air Base,49.43690109,7.600279808,776,EU,DE
RMU,RMU,Región de Murcia International Airport,37.803,-1.125,644,EU,ES
RNB,ESDF,Ronneby Airport,56.26670074,15.26500034,191,EU,SE
RNE,LFLO,Roanne-Renaison Airport,46.05830002,4.00138998,1106,EU,FR
RNN,EKRN,Bornholm Airport,55.06330109,14.75959969,52,EU,DK
RNS,LFRN,Rennes-Saint-Jacques Airport,48.0695,-1.73479,124,EU,FR
ROU,LBRS,Ruse Airport,43.69480133,26.05669975,614,EU,BG
ROV,URRP,Platov International Airport,47.493888,39.924722,213,EU,RU
ROZ,LERT,Rota Naval Station Airport,36.64519882,-6.349460125,86,EU,ES
RRS,ENRO,Røros Airport,62.57839966,11.34230042,2054,EU,NO
RTM,EHRD,Rotterdam The Hague Airport,51.956902,4.43722,-15,EU,NL
RTW,UWSS,Saratov Central Airport,51.56499863,46.04669952,499,EU,RU
RVH,ULSS,Rzhevka Airport,59.97999954,30.5855999,56,EU,RU
RVI,URRR,Rostov-on-Don Airport,47.258203,39.8181,280,EU,RU
RVK,ENRM,"Rørvik Airport, Ryum",64.83830261,11.14610004,14,EU,NO
RVN,EFRO,Rovaniemi Airport,66.56479645,25.83040047,642,EU,FI
RWN,UKLR,Rivne International Airport,50.60710144,26.14159966,755,EU,UA
RYB,UUBK,Staroselye Airport,58.10419846,38.9294014,423,EU,RU
RYG,ENRY,"Moss Airport, Rygge",59.378817,10.785439,174,EU,NO
RYN,LFCY,Royan-Médis Airport,45.62810135,-0.972500026,72,EU,FR
RZE,EPRZ,Rzeszów-Jasionka Airport,50.110001,22.018999,693,EU,PL
RZH,UIKP,Preobrazheniye Airport,42.921698,133.904438,34,EU,RU
RZN,UUWR,Turlatovo Airport,54.55590057,39.85520172,502,EU,RU
SAK,BIKR,Sauðárkrókur Airport,65.73169708,-19.57279968,8,EU,IS
SAY,LIQS,Siena-Ampugnano Airport,43.256302,11.255,634,EU,IT
SBK,LFRT,Saint-Brieuc-Armor Airport,48.5378,-2.85444,453,EU,FR
SBT,USDA,Sabetta International Airport,71.219167,72.052222,46,EU,RU
SBZ,LRSB,Sibiu International Airport,45.78559875,24.09129906,1496,EU,RO
SCN,EDDR,Saarbrücken Airport,49.21459961,7.109509945,1058,EU,DE
SCP,LFNC,Mont-Dauphin - St-Crépin Airport,44.701698,6.60028,2963,EU,FR
SCQ,LEST,Santiago de Compostela Airport,42.89630127,-8.415140152,1213,EU,ES
SCR,SE-0016,Scandinavian Mountains Airport,61.158393,12.842503,1608,EU,SE
SCS,EGPM,Scatsta Airport,60.43280029,-1.296110034,81,EU,GB
SCV,LRSV,Suceava Stefan cel Mare Airport,47.6875,26.35409927,1375,EU,RO
SCW,UUYY,Syktyvkar Airport,61.64699936,50.8451004,342,EU,RU
SDL,ESNN,Sundsvall-Härnösand Airport,62.52809906,17.44389915,16,EU,SE
SDN,ENSD,Sandane Airport (Anda),61.83000183,6.105830193,196,EU,NO
SDR,LEXJ,Santander Airport,43.42710114,-3.820009947,16,EU,ES
SEK,UESK,Srednekolymsk Airport,67.4805,153.7364,60,EU,RU
SEN,EGMC,Southend Airport,51.57139969,0.695555985,49,EU,GB
SEV,UKCS,Sievierodonetsk Airport,48.9003301,38.54166985,236,EU,UA
SEX,ETAS,Sembach Air Base,49.507,7.866,1050,EU,DE
SFT,ESNS,Skellefteå Airport,64.62480164,21.07690048,157,EU,SE
SGD,EKSB,Sønderborg Airport,54.96440125,9.791729927,24,EU,DK
SGE,EDGS,Siegerland Airport,50.70769882,8.082969666,1966,EU,DE
SIE,LPSI,Sines Airport,37.941692,-8.817301,,EU,PT
SIJ,BISI,Siglufjörður Airport,66.133301,-18.9167,10,EU,IS
SIP,UKFF,Simferopol International Airport,45.0522,33.975101,639,EU,UA
SIR,LSGS,Sion Airport,46.219166,7.326944,1582,EU,CH
SJJ,LQSA,Sarajevo International Airport,43.82460022,18.3314991,1708,EU,BA
SJY,EFSI,Seinäjoki Airport,62.692101,22.8323,302,EU,FI
SJZ,LPSJ,São Jorge Airport,38.665501,-28.1758,311,EU,PT
SKE,ENSN,Skien Airport,59.18500137,9.566940308,463,EU,NO
SKG,LGTS,Thessaloniki Macedonia International Airport,40.5196991,22.97089958,22,EU,GR
SKN,ENSK,Stokmarknes Skagen Airport,68.5788269,15.03341675,11,EU,NO
SKP,LWSK,Skopje International Airport,41.961601,21.621401,781,EU,MK
SKS,EKSP,Skrydstrup Air Base,55.221048,9.26702,141,EU,DK
SKU,LGSY,Skiros Airport,38.96760178,24.48719978,44,EU,GR
SKX,UWPS,Saransk Airport,54.1251297,45.21225739,676,EU,RU
SLD,LZSL,Sliač Airport,48.63779831,19.13409996,1043,EU,SK
SLM,LESA,Salamanca Airport,40.95209885,-5.501989841,2595,EU,ES
SLS,LBSS,Silistra Polkovnik Lambrinovo Air Base,44.055199,27.178801,351,EU,BG
SMA,LPAZ,Santa Maria Airport,36.97140121,-25.17060089,308,EU,PT
SMI,LGSM,Samos Airport,37.68999863,26.9116993,19,EU,GR
SMV,LSZS,Samedan Airport,46.53409958,9.884110451,5600,EU,CH
SNN,EINN,Shannon Airport,52.702,-8.92482,46,EU,IE
SNR,LFRZ,Saint-Nazaire-Montoir Airport,47.3105556,-2.1566667,13,EU,FR
SOB,LHSM,Hévíz–Balaton Airport,46.686391,17.159084,408,EU,HU
SOF,LBSF,Sofia Airport,42.69669342,23.41143608,1742,EU,BG
SOG,ENSG,Sogndal Airport,61.156101,7.13778,1633,EU,NO
SOJ,ENSR,Sørkjosen Airport,69.78679657,20.95940018,16,EU,NO
SOO,ESNY,Söderhamn Airport,61.26150131,17.09910011,88,EU,SE
SOT,EFSO,Sodankyla Airport,67.39499664,26.61910057,602,EU,FI
SOU,EGHI,Southampton Airport,50.95029831,-1.35679996,44,EU,GB
SOY,EGER,Stronsay Airport,59.15530014,-2.641390085,39,EU,GB
SOZ,LFKS,Solenzara (BA 126) Air Base,41.92440033,9.406000137,28,EU,FR
SPC,GCLA,La Palma Airport,28.626499,-17.7556,107,EU,ES
SPJ,LGSP,Sparti Airport,36.97389984,22.52630043,500,EU,GR
SPM,ETAD,Spangdahlem Air Base,49.97269821,6.692500114,1197,EU,DE
SPU,LDSP,Split Airport,43.53889847,16.29800034,79,EU,HR
SQO,ESUD,Storuman Airport,64.96089935,17.69659996,915,EU,SE
SQQ,EYSA,Šiauliai International Airport,55.89390182,23.39500046,443,EU,LT
SQW,EKSV,Skive Airport,56.55020142,9.172980309,74,EU,DK
SQZ,EGXP,RAF Scampton,53.30780029,-0.550832987,202,EU,GB
SRP,ENSO,Stord Airport,59.79190063,5.340849876,160,EU,NO
SSJ,ENST,Sandnessjøen Airport (Stokka),65.95680237,12.46889973,56,EU,NO
STA,EKVJ,Stauning Airport,55.99010086,8.353910446,17,EU,DK
STN,EGSS,London Stansted Airport,51.88499832,0.234999999,348,EU,GB
STR,EDDS,Stuttgart Airport,48.68989944,9.221960068,1276,EU,DE
STW,URMT,Stavropol Shpakovskoye Airport,45.10919952,42.1128006,1486,EU,RU
SUF,LICA,Lamezia Terme Airport,38.905399,16.2423,39,EU,IT
SUJ,LRSM,Satu Mare Airport,47.70330048,22.88570023,405,EU,RO
SUK,UEBS,Sakkyryr Airport,67.792,130.394,1686,EU,RU
SVG,ENZV,Stavanger Airport Sola,58.87670135,5.63778019,29,EU,NO
SVJ,ENSH,Svolvær Helle Airport,68.24330139,14.66919994,27,EU,NO
SVL,EFSA,Savonlinna Airport,61.9431,28.945101,311,EU,FI
SVO,UUEE,Sheremetyevo International Airport,55.972599,37.4146,622,EU,RU
SVQ,LEZL,Sevilla Airport,37.41799927,-5.893109798,112,EU,ES
SWS,EGFH,Swansea Airport,51.6053009,-4.067830086,299,EU,GB
SWV,UHMW,Severo-Evensk Airport,61.921665,159.229996,,EU,RU
SXB,LFST,Strasbourg Airport,48.53829956,7.628230095,505,EU,FR
SXL,EISG,Sligo Airport,54.28020096,-8.599209785,11,EU,IE
SYK,BIST,Stykkishólmur Airport,65.05809784,-22.7942009,42,EU,IS
SYS,UERS,Saskylakh Airport,71.92790222,114.0800018,,EU,RU
SYT,LFLN,Saint-Yan Airport,46.41249847,4.013259888,796,EU,FR
SYY,EGPO,Stornoway Airport,58.21559906,-6.331110001,26,EU,GB
SZG,LOWS,Salzburg Airport,47.79330063,13.00430012,1411,EU,AT
SZR,LBSZ,Stara Zagora Airport,42.3766667,25.655,558,EU,BG
SZW,EDOP,Schwerin Parchim Airport,53.426998,11.7834,166,EU,DE
SZY,EPSY,Olsztyn-Mazury Airport,53.481899,20.9377,463,EU,PL
SZZ,EPSC,"Szczecin-Goleniów ""Solidarność"" Airport",53.58470154,14.90219975,154,EU,PL
TAR,LIBG,"Taranto-Grottaglie ""Marcello Arlotta"" Airport",40.517502,17.4032,215,EU,IT
TAT,LZTT,Poprad-Tatry Airport,49.07360077,20.24110031,2356,EU,SK
TAY,EETU,Tartu Airport,58.30749893,26.69039917,219,EU,EE
TBW,UUOT,Donskoye Airport,52.80609894,41.48279953,413,EU,RU
TCE,LRTC,Tulcea Airport,45.0625,28.71430016,200,EU,RO
TED,EKTS,Thisted Airport,57.06880188,8.705220222,23,EU,DK
TEQ,LTBU,Tekirdağ Çorlu Airport,41.13819885,27.91909981,574,EU,TR
TER,LPLA,Lajes Airport,38.761799,-27.090799,180,EU,PT
TEV,LETL,Teruel Airport,40.403,-1.2183,3380,EU,ES
TEY,BITE,Þingeyri Airport,65.87030029,-23.55999947,65,EU,IS
TFN,GCXO,Tenerife Norte Airport,28.48270035,-16.34149933,2076,EU,ES
TFS,GCTS,Tenerife South Airport,28.04450035,-16.57250023,209,EU,ES
TGD,LYPG,Podgorica Airport,42.359402,19.2519,141,EU,ME
TGK,URRT,Taganrog Yuzhny Airport,47.1983333,38.8491667,117,EU,RU
TGM,LRTM,Transilvania Târgu Mureş International Airport,46.46770096,24.41250038,963,EU,RO
TGP,UNIP,Podkamennaya Tunguska Airport,61.589699,89.994003,213,EU,RU
TGV,LBTG,Bukhovtsi Airfield,43.30659866,26.70089912,666,EU,BG
THF,EDDI,Berlin Tempelhof International Airport,52.473,13.4039,167,EU,DE
THN,ESGT,Trollhättan-Vänersborg Airport,58.31809998,12.34500027,137,EU,SE
THO,BITN,Thorshofn Airport,66.21849823,-15.3355999,65,EU,IS
TIA,LATI,Tirana International Airport Mother Teresa,41.41469955,19.72060013,126,EU,AL
TIV,LYTV,Tivat Airport,42.40470123,18.72330093,20,EU,ME
TKU,EFTU,Turku Airport,60.514099,22.2628,161,EU,FI
TLK,UECT,Talakan Airport,59.876389,111.044444,1329,EU,RU
TLL,EETN,Lennart Meri Tallinn Airport,59.41329956,24.83279991,131,EU,EE
TLN,LFTH,Toulon-Hyères Airport,43.09730148,6.146029949,7,EU,FR
TLS,LFBO,Toulouse-Blagnac Airport,43.629101,1.36382,499,EU,FR
TMP,EFTP,Tampere-Pirkkala Airport,61.414101,23.604401,390,EU,FI
TNF,LFPN,Toussus-le-Noble Airport,48.75189972,2.106189966,538,EU,FR
TOJ,LETO,Torrejón Airport,40.49670029,-3.445869923,2026,EU,ES
TOS,ENTC,Tromsø Airport,69.6832962,18.91889954,31,EU,NO
TPS,LICT,Vincenzo Florio Airport Trapani-Birgi,37.9114,12.488,25,EU,IT
TQR,IT-TQR,San Domino Island Heliport,42.117775,15.490655,,EU,IT
TRD,ENVA,Trondheim Airport Værnes,63.4578018,10.9239998,56,EU,NO
TRE,EGPU,Tiree Airport,56.49919891,-6.869170189,38,EU,GB
TRF,ENTO,"Sandefjord Airport, Torp",59.18669891,10.25860024,286,EU,NO
TRN,LIMF,Turin Airport,45.200802,7.64963,989,EU,IT
TRS,LIPQ,Trieste–Friuli Venezia Giulia Airport,45.827499,13.4722,39,EU,IT
TSF,LIPH,Treviso-Sant'Angelo Airport,45.648399,12.1944,59,EU,IT
TSR,LRTR,Timişoara Traian Vuia Airport,45.80989838,21.33790016,348,EU,RO
TTB,LIET,Tortolì Airport,39.9188,9.68298,23,EU,IT
TUF,LFOT,Tours-Val-de-Loire Airport,47.43220139,0.727605999,357,EU,FR
TXL,EDDT,Berlin-Tegel Airport,52.5597,13.2877,122,EU,DE
TYA,UUWV,Klokovo Airfield,54.239,37.6,499,EU,RU
TYD,UHBW,Tynda Airport,55.284199,124.778999,2001,EU,RU
TYF,ESST,Torsby Airport,60.1576004,12.99129963,393,EU,SE
TZL,LQTZ,Tuzla International Airport,44.45869827,18.72480011,784,EU,BA
TZR,LHTA,Taszár Air Base,46.39310074,17.91749954,531,EU,HU
UCK,UKLC,Lutsk Airport,50.678404,25.487165,774,EU,UA
UCT,UUYH,Ukhta Airport,63.56689835,53.80469894,482,EU,RU
UDJ,UKLU,Uzhhorod International Airport,48.63430023,22.26339912,383,EU,UA
UDN,LIPD,Udine-Campoformido Air Base,46.0322,13.1868,305,EU,IT
UEN,USDU,Urengoy Airport,65.95999908,78.43699646,56,EU,RU
UFA,UWUU,Ufa International Airport,54.55749893,55.87440109,449,EU,RU
UHE,LKKU,Kunovice Airport,49.02939987,17.43969917,581,EU,CZ
UHF,EGUA,RAF Upper Heyford,51.9375,-1.248890042,436,EU,GB
UIP,LFRQ,Quimper-Cornouaille Airport,47.97499847,-4.167789936,297,EU,FR
UKG,UEBT,Ust-Kuyga Airport,70.011002,135.645004,327,EU,RU
UKS,UKFB,Belbek Air Base,44.688999,33.570999,344,EU,UA
ULV,UWLL,Ulyanovsk Baratayevka Airport,54.2682991,48.22669983,463,EU,RU
ULY,UWLW,Ulyanovsk East Airport,54.40100098,48.80270004,252,EU,RU
UME,ESNU,Umeå Airport,63.79180145,20.28280067,24,EU,SE
UMS,UEMU,Ust-Maya Airport,60.35699844,134.4349976,561,EU,RU
UMY,UKHS,Sumy Airport,50.85829926,34.76250076,594,EU,UA
UNT,EGPW,Unst Airport,60.74720001,-0.853850007,,EU,GB
UPV,EGDJ,Upavon Aerodrome,51.28620148,-1.782019973,574,EU,GB
URD,EDQE,Burg Feuerstein Airport,49.79416656,11.13361073,1673,EU,DE
URE,EEKE,Kuressaare Airport,58.22990036,22.5095005,14,EU,EE
URO,LFOP,Rouen Airport,49.38420105,1.174800038,512,EU,FR
URS,UUOK,Kursk East Airport,51.75059891,36.29560089,686,EU,RU
USK,UUYS,Usinsk Airport,66.00469971,57.36719894,262,EU,RU
USR,UEMT,Ust-Nera Airport,64.55000305,143.1150055,1805,EU,RU
UTC,EHSB,Soesterberg Air Base,52.1273,5.27619,66,EU,NL
UTI,EFUT,Utti Airport,60.8964,26.9384,339,EU,FI
UTS,UUYX,Ust-Tsylma Airport,65.43729401,52.20033646,262,EU,RU
UUA,UWKB,Bugulma Airport,54.63999939,52.80170059,991,EU,RU
VAA,EFVA,Vaasa Airport,63.050701,21.762199,19,EU,FI
VAC,EDWU,Varrelbusch Airport,52.908333,8.040556,128,EU,DE
VAF,LFLU,Valence-Chabeuil Airport,44.9216,4.9699,525,EU,FR
VAR,LBWN,Varna Airport,43.232101,27.8251,230,EU,BG
VAW,ENSS,"Vardø Airport, Svartnes",70.35540009,31.04490089,42,EU,NO
VBS,LIPO,Brescia Airport,45.428902,10.3306,355,EU,IT
VBY,ESSV,Visby Airport,57.66279984,18.34620094,164,EU,SE
VCE,LIPZ,Venice Marco Polo Airport,45.505299,12.3519,7,EU,IT
VDB,ENFG,Leirin Airport,61.0155983,9.288060188,2697,EU,NO
VDE,GCHI,Hierro Airport,27.81480026,-17.88710022,103,EU,ES
VDS,ENVD,Vadsø Airport,70.06529999,29.84469986,127,EU,NO
VEY,BIVM,Vestmannaeyjar Airport,63.42430115,-20.27890015,326,EU,IS
VGD,ULWW,Vologda Airport,59.28250122,39.94440079,387,EU,RU
VGO,LEVX,Vigo Airport,42.23180008,-8.62677002,856,EU,ES
VHM,ESNV,Vilhelmina Airport,64.57910156,16.83359909,1140,EU,SE
VHY,LFLV,Vichy-Charmeil Airport,46.16970062,3.403739929,817,EU,FR
VIC,LIPT,Vicenza Airport,45.573399,11.5295,128,EU,IT
VIE,LOWW,Vienna International Airport,48.11029816,16.56970024,600,EU,AT
VIF,VIF,Vieste Airport,41.883317,16.166667,14,EU,IT
VIN,UKWW,Vinnytsia/Gavyryshivka Airport,49.242531,28.613778,961,EU,UA
VIT,LEVT,Vitoria/Foronda Airport,42.88280106,-2.7244699,1682,EU,ES
VIY,LFPV,Villacoublay-Vélizy (BA 107) Air Base,48.7741667,2.1916667,584,EU,FR
VKO,UUWW,Vnukovo International Airport,55.59149933,37.26150131,685,EU,RU
