iata,icao,name,lat,lon,alt,continent,iso_country
GRW,LPGR,Graciosa Airport,39.09220123,-28.02980042,86,EU,PT
GRX,LEGR,Federico Garcia Lorca Airport,37.18870163,-3.777359962,1860,EU,ES
GRY,BIGR,Grímsey Airport,66.5458,-18.0173,66,EU,IS
GRZ,LOWG,Graz Airport,46.99110031,15.43959999,1115,EU,AT
GSE,ESGP,Gothenburg City Airport,57.7747,11.8704,59,EU,SE
GSY,EGXB,Binbrook Airfield,53.44670105,-0.209999993,,EU,GB
GTI,EDCG,Flugplatz Güttin / Rügen,54.383331,13.325556,69,EU,DE
GTW,LKHO,Holešov Airport,49.3143997,17.5688992,761,EU,CZ
GUT,ETUO,Gütersloh Air Base,51.922798,8.30633,236,EU,DE
GUU,BIGF,Grundarfjörður Airport,64.99140167,-23.22470093,17,EU,IS
GVA,LSGG,Geneva Cointrin International Airport,46.23809814,6.108950138,1411,EU,CH
GVX,ESSK,Gävle Sandviken Airport,60.59329987,16.95140076,224,EU,SE
GWT,EDXW,Westerland Sylt Airport,54.91320038,8.340470314,51,EU,DE
GWW,GWW,Gatow Airport,52.47439957,13.13809967,161,EU,DE
GWY,EICM,Galway Airport,53.30020142,-8.941590309,81,EU,IE
GYG,UEMM,Magan Airport,62.103484,129.545288,577,EU,RU
GZM,LMMG,Xewkija Heliport,36.027199,14.2728,,EU,MT
HAA,ENHK,Hasvik Airport,70.48670197,22.13969994,21,EU,NO
HAD,ESMT,Halmstad Airport,56.69110107,12.82019997,101,EU,SE
HAJ,EDDV,Hannover Airport,52.46110153,9.685079575,183,EU,DE
HAM,EDDH,Hamburg Airport,53.63040161,9.988229752,53,EU,DE
HAU,ENHD,Haugesund Airport,59.34529877,5.208360195,86,EU,NO
HAW,EGFE,Haverfordwest Airport,51.83309937,-4.961110115,159,EU,GB
HDB,DE-0419,Heidelberg Army Helicopter Base,49.392397,8.651935,,EU,DE
HDF,EDAH,Heringsdorf Airport,53.87870026,14.15229988,93,EU,DE
HEI,EDXB,Heide-Büsum Airport,54.15333176,8.901666641,7,EU,DE
HEL,EFHK,Helsinki Vantaa Airport,60.3172,24.963301,179,EU,FI
HEM,EFHF,Helsinki Malmi Airport,60.254601,25.042801,57,EU,FI
HER,LGIR,Heraklion International Nikos Kazantzakis Airport,35.33969879,25.18029976,115,EU,GR
HEW,LGAT,Athen Helenikon Airport,37.893299,23.726101,69,EU,GR
HFN,BIHN,Hornafjörður Airport,64.295601,-15.2272,24,EU,IS
HFS,ESOH,Hagfors Airport,60.02009964,13.57890034,474,EU,SE
HFT,ENHF,Hammerfest Airport,70.67970276,23.66860008,266,EU,NO
HGL,EDXH,Helgoland-Düne Airport,54.18527985,7.915832996,8,EU,DE
HHN,EDFH,Frankfurt-Hahn Airport,49.9487,7.26389,1649,EU,DE
HKV,BG-HKV,Malevo Airport,41.87179947,25.60479927,600,EU,BG
HLF,ESSF,Hultsfred Airport,57.525799,15.8233,366,EU,SE
HLO,BIID,Ingjaldssanður Airport,66.05000305,-23.69610023,70,EU,IS
HMJ,UKLH,Khmelnytskyi Airport,49.359699,26.933399,1150,EU,UA
HMR,ENHA,Stafsberg Airport,60.81809998,11.06799984,713,EU,NO
HMV,ESUT,Hemavan Airport,65.806099,15.0828,1503,EU,SE
HOH,LOIH,Hohenems-Dornbirn Airfield,47.384998,9.7,1352,EU,AT
HOQ,EDQM,Hof-Plauen Airport,50.28861237,11.85638905,1959,EU,DE
HOR,LPHR,Horta Airport,38.51990128,-28.71590042,118,EU,PT
HOV,ENOV,"Ørsta-Volda Airport, Hovden",62.18000031,6.074100018,243,EU,NO
HOY,GB-0070,Hoy/Longhope Airfield,58.791779,-3.216076,30,EU,GB
HRK,UKHH,Kharkiv International Airport,49.92480087,36.29000092,508,EU,UA
HRT,EGXU,RAF Linton-On-Ouse,54.0489006,-1.252750039,53,EU,GB
HSK,LEHC,Huesca/Pirineos Airport,42.076099,-0.316667,1769,EU,ES
HTA,UIAA,Chita-Kadala Airport,52.026299,113.306,2272,EU,RU
HUV,ESNH,Hudiksvall Airport,61.76810074,17.08069992,95,EU,SE
HUY,EGNJ,Humberside Airport,53.57440186,-0.350832999,121,EU,GB
HVG,ENHV,Valan Airport,71.00969696,25.98360062,44,EU,NO
HVK,BIHK,Hólmavík Airport,65.70469666,-21.69639969,90,EU,IS
HVM,BIHV,Krókstaðarmelar Airport,65.2664032,-20.84690094,164,EU,IS
HYC,EGTB,Wycombe Air Park,51.61169815,-0.80833298,515,EU,GB
HYV,EFHV,Hyvinkää Airfield,60.6544,24.8811,430,EU,FI
HZB,LFQT,Merville-Calonne Airport,50.61840057,2.642240047,61,EU,FR
HZK,BIHU,Húsavík Airport,65.952301,-17.426001,48,EU,IS
IAR,UUDL,Tunoshna Airport,57.56069946,40.15739822,287,EU,RU
IAS,LRIA,Iaşi Airport,47.17850113,27.62059975,397,EU,RO
IBZ,LEIB,Ibiza Airport,38.8728981,1.37311995,24,EU,ES
IDB,ESUE,Idre Airport,61.86970139,12.68939972,,EU,SE
IDY,LFEY,Île d'Yeu Airport,46.71860123,-2.391109943,79,EU,FR
IEG,EPZG,Zielona Góra-Babimost Airport,52.13850021,15.7986002,194,EU,PL
IES,EDAU,Riesa-Göhlis Airport,51.29360962,13.35611057,322,EU,DE
IEV,UKKK,Kiev Zhuliany International Airport,50.40194,30.45194,587,EU,UA
IFJ,BIIS,Ísafjörður Airport,66.05809784,-23.13529968,8,EU,IS
IFO,UKLI,Ivano-Frankivsk International Airport,48.88420105,24.68610001,919,EU,UA
IGS,ETSI,Ingolstadt Manching Airport,48.71569824,11.5340004,1202,EU,DE
IGT,URMS,Magas Airport,43.32229996,45.01259995,1165,EU,RU
IIA,EIMN,Inishmaan Aerodrome,53.0929985,-9.568059921,15,EU,IE
IJK,USII,Izhevsk Airport,56.8280983,53.45750046,531,EU,RU
ILD,LEDA,Lleida-Alguaire Airport,41.728185,0.535023,1152,EU,ES
ILH,ETIK,Illesheim Air Base,49.47389984,10.38809967,1079,EU,DE
ILY,EGPI,Islay Airport,55.68190002,-6.256669998,56,EU,GB
ILZ,LZZI,Žilina Airport,49.23149872,18.6135006,1020,EU,SK
INI,LYNI,Nis Airport,43.337299,21.853701,648,EU,RS
INN,LOWI,Innsbruck Airport,47.260201,11.344,1907,EU,AT
INQ,EIIR,Inisheer Aerodrome,53.06470108,-9.510899544,40,EU,IE
INV,EGPE,Inverness Airport,57.54249954,-4.047500134,31,EU,GB
IOA,LGIO,Ioannina Airport,39.69639969,20.82250023,1558,EU,GR
IOM,EGNS,Isle of Man Airport,54.08330154,-4.623889923,52,EU,IM
IOR,EIIM,Inishmore Aerodrome,53.1067009,-9.653610229,24,EU,IE
ISC,EGHE,St. Mary's Airport,49.91329956,-6.291669846,116,EU,GB
ITU,UHSI,Iturup Airport,45.256389,147.95549,387,EU,RU
IVG,LYBR,Berane Airport,42.8390007,19.86199951,2287,EU,ME
IVL,EFIV,Ivalo Airport,68.6072998,27.40530014,481,EU,FI
IWA,UUBI,Ivanovo South Airport,56.93939972,40.94079971,410,EU,RU
JAM,BG-JAM,Bezmer Air Base,42.45489883,26.35219955,509,EU,BG
JCA,FR-JCA,Croisette Heliport,43.5359993,7.037360191,,EU,FR
JCU,GECE,Ceuta Heliport,35.89279938,-5.306389809,8,EU,ES
JDP,LFPI,Paris Issy-les-Moulineaux Heliport,48.83330154,2.272779942,112,EU,FR
JER,EGJJ,Jersey Airport,49.207901,-2.195509911,277,EU,JE
JIK,LGIK,Ikaria Airport,37.68270111,26.3470993,79,EU,GR
JKG,ESGJ,Jönköping Airport,57.75759888,14.06869984,741,EU,SE
JKH,LGHI,Chios Island National Airport,38.34320068,26.1406002,15,EU,GR
JKL,LGKY,Kalymnos Airport,36.9632988,26.94059944,771,EU,GR
JMK,LGMK,Mikonos Airport,37.43510056,25.34810066,405,EU,GR
JNX,LGNX,Naxos Airport,37.08110046,25.36809921,10,EU,GR
JOE,EFJO,Joensuu Airport,62.662899,29.6075,398,EU,FI
JOK,UWKJ,Yoshkar-Ola Airport,56.70059967,47.90470123,348,EU,RU
JSH,LGST,Sitia Airport,35.21609879,26.10129929,376,EU,GR
JSI,LGSK,Skiathos Island National Airport,39.17710114,23.50370026,54,EU,GR
JSY,LGSO,Syros Airport,37.42279816,24.95089912,236,EU,GR
JTR,LGSR,Santorini Airport,36.39920044,25.47929955,127,EU,GR
JTY,LGPL,Astypalaia Airport,36.57989883,26.37579918,165,EU,GR
JUI,EDWJ,Juist Airport,53.68111038,7.055832863,7,EU,DE
JYV,EFJY,Jyväskylä Airport,62.399502,25.678301,459,EU,FI
KAJ,EFKI,Kajaani Airport,64.2855,27.6924,483,EU,FI
KAO,EFKS,Kuusamo Airport,65.987602,29.239401,866,EU,FI
KAU,EFKA,Kauhava Airfield,63.127102,23.051399,151,EU,FI
KBP,UKBB,Boryspil International Airport,50.34500122,30.8946991,427,EU,UA
KDL,EEKA,Kärdla Airport,58.99079895,22.83069992,18,EU,EE
KDY,RU-0200,Typliy Klyuch Airport,62.78900146,136.8549957,925,EU,RU
KEF,BIKF,Keflavik International Airport,63.985001,-22.6056,171,EU,IS
KEL,EDHK,Kiel-Holtenau Airport,54.37944412,10.14527798,102,EU,DE
KEM,EFKE,Kemi-Tornio Airport,65.77870178,24.58209991,61,EU,FI
KEV,EFHA,Halli Airport,61.856039,24.786686,479,EU,FI
KGD,UMKK,Khrabrovo Airport,54.88999939,20.59259987,42,EU,RU
KGO,UKKG,Kirovograd Airport,48.5428009,32.28499985,568,EU,UA
KGS,LGKO,Kos Airport,36.79330063,27.0916996,412,EU,GR
KHC,UKFK,Kerch Airport,45.37250137,36.40140152,171,EU,UA
KHE,UKOH,Kherson International Airport,46.6758,32.506401,148,EU,UA
KHJ,EFKJ,Kauhajoki Airfield,62.462502,22.393101,407,EU,FI
KHU,UA-0050,Kakhnovka Airfield,49.1342,33.4766,266,EU,UA
KID,ESMK,Kristianstad Airport,55.92169952,14.08549976,76,EU,SE
KIR,EIKY,Kerry Airport,52.18090057,-9.523779869,112,EU,IE
KIT,LGKC,Kithira Airport,36.27429962,23.0170002,1045,EU,GR
KIV,LUKK,Chişinău International Airport,46.92770004,28.93099976,399,EU,MD
KJA,UNKL,Yemelyanovo Airport,56.172901,92.493301,942,EU,RU
KJK,EBKT,Wevelgem Airport,50.8172,3.20472,55,EU,BE
KKN,ENKR,Kirkenes Airport (Høybuktmoen),69.72579956,29.8913002,283,EU,NO
KKQ,USDP,Krasnoselkup Airport,65.717,82.455,101,EU,RU
KKY,EIKK,Kilkenny Airport,52.6507988,-7.296110153,319,EU,IE
KLD,UUEM,Migalovo Air Base,56.8246994,35.75770187,469,EU,RU
KLF,UUBC,Grabtsevo Airport,54.54999924,36.3666687,656,EU,RU
KLR,ESMQ,Kalmar Airport,56.6855011,16.28759956,17,EU,SE
KLU,LOWK,Klagenfurt Airport,46.642502,14.3377,1472,EU,AT
KLV,LKKV,Karlovy Vary International Airport,50.20299911,12.91499996,1989,EU,CZ
KLX,LGKL,Kalamata Airport,37.06829834,22.02549934,26,EU,GR
KMW,UUBA,Kostroma Sokerkino Airport,57.7969017,41.01940155,446,EU,RU
KNF,EGYM,RAF Marham,52.648395,0.550692,75,EU,GB
KOI,EGPA,Kirkwall Airport,58.95780182,-2.904999971,50,EU,GB
KOK,EFKK,Kokkola-Pietarsaari Airport,63.721199,23.143101,84,EU,FI
KOQ,EDCK,Köthen Airport,51.7211113,11.95277786,305,EU,DE
KPW,UHMK,Keperveem Airport,67.845001,166.139999,623,EU,RU
KRF,ESNK,Kramfors Sollefteå Airport,63.04859924,17.76889992,34,EU,SE
KRH,EGKR,Redhill Aerodrome,51.21360016,-0.138611004,222,EU,GB
KRK,EPKK,Kraków John Paul II International Airport,50.077702,19.7848,791,EU,PL
KRN,ESNQ,Kiruna Airport,67.8219986,20.33679962,1508,EU,SE
KRP,EKKA,Karup Airport,56.29750061,9.124629974,170,EU,DK
KRQ,UKCK,Kramatorsk Airport,48.70560074,37.62889862,646,EU,UA
KRR,URKK,Krasnodar Pashkovsky International Airport,45.03469849,39.17050171,118,EU,RU
KRS,ENCN,Kristiansand Airport,58.204201,8.08537,57,EU,NO
KSC,LZKZ,Košice Airport,48.6631012,21.24110031,755,EU,SK
KSD,ESOK,Karlstad Airport,59.44469833,13.33740044,352,EU,SE
KSF,EDVK,Kassel-Calden Airport,51.417273,9.384967,820,EU,DE
KSJ,LGKS,Kasos Airport,35.42139816,26.90999985,35,EU,GR
KSK,ESKK,Karlskoga Airport,59.34590149,14.49590015,400,EU,SE
KSO,LGKA,Kastoria National Airport,40.44630051,21.28219986,2167,EU,GR
KSU,ENKB,Kristiansund Airport (Kvernberget),63.11180115,7.824520111,204,EU,NO
KSZ,ULKK,Kotlas Airport,61.2358017,46.69749832,184,EU,RU
KTQ,EFIT,Kitee Airport,62.1661,30.073601,364,EU,FI
KTT,EFKT,Kittilä Airport,67.7009964,24.84679985,644,EU,FI
KTW,EPKT,Katowice International Airport,50.4743,19.08,995,EU,PL
KUF,UWWW,Kurumoch International Airport,53.50490189,50.16429901,477,EU,RU
KUN,EYKA,Kaunas International Airport,54.96390152,24.08480072,256,EU,LT
KUO,EFKU,Kuopio Airport,63.007099,27.7978,323,EU,FI
KVA,LGKV,Alexander the Great International Airport,40.91329956,24.61919975,18,EU,GR
KVB,ESGR,Skövde Airport,58.45640182,13.97270012,324,EU,SE
KVK,ULMK,Kirovsk-Apatity Airport,67.46330261,33.5882988,515,EU,RU
KVM,UHMO,Markovo Airport,64.667,170.417007,,EU,RU
KVO,LYKV,Morava Airport,43.818298,20.5872,686,EU,RS
KVR,UHWK,Kavalerovo Airport,44.2726,135.029,730,EU,RU
KVX,USKK,Pobedilovo Airport,58.50329971,49.34830093,479,EU,RU
KWG,UKDR,Kryvyi Rih International Airport,48.04330063,33.20999908,408,EU,UA
KZG,ETIN,Flugplatz Kitzingen,49.743099,10.2006,689,EU,DE
KZI,LGKZ,Filippos Airport,40.28609848,21.84079933,2059,EU,GR
KZN,UWKD,Kazan International Airport,55.60620117,49.27870178,411,EU,RU
KZS,LGKJ,Kastelorizo Airport,36.14170074,29.57640076,489,EU,GR
LAI,LFRO,Lannion-Côte de Granit Airport,48.754398,-3.47166,290,EU,FR
LBA,EGNM,Leeds Bradford Airport,53.86589813,-1.660570025,681,EU,GB
LBC,EDHL,Lübeck Blankensee Airport,53.80540085,10.71920013,53,EU,DE
LBG,LFPB,Paris-Le Bourget Airport,48.9693985,2.441390038,218,EU,FR
LBI,LFCI,Albi-Le Séquestre Airport,43.91389847,2.113059998,564,EU,FR
LBY,LFRE,La Baule-Escoublac Airport,47.28939819,-2.346390009,105,EU,FR
LCC,LIBN,Lecce Galatina Air Base,40.239201,18.133301,156,EU,IT
LCG,LECO,A Coruña Airport,43.302101,-8.37726,326,EU,ES
LCJ,EPLL,Łódź Władysław Reymont Airport,51.72190094,19.3980999,604,EU,PL
LCV,LIQL,Lucca-Tassignano Airport,43.825825,10.577928,39,EU,IT
LCY,EGLC,London City Airport,51.505299,0.055278,19,EU,GB
LDE,LFBT,Tarbes-Lourdes-Pyrénées Airport,43.17869949,-0.006439,1260,EU,FR
LDG,ULAL,Leshukonskoye Airport,64.89600372,45.72299957,220,EU,RU
LDK,ESGL,Lidköping-Hovby Airport,58.4655,13.1744,200,EU,SE
LDV,LFRJ,Landivisiau Air Base,48.53030014,-4.151639938,348,EU,FR
LDY,EGAE,City of Derry Airport,55.0428009,-7.161109924,22,EU,GB
LED,ULLI,Pulkovo Airport,59.8003006,30.26250076,78,EU,RU
LEH,LFOH,Le Havre Octeville Airport,49.53390121,0.088055998,313,EU,FR
LEI,LEAM,Almería International Airport,36.84389877,-2.370100021,70,EU,ES
LEJ,EDDP,Leipzig/Halle Airport,51.423889,12.236389,465,EU,DE
LEN,LELN,Leon Airport,42.5890007,-5.655560017,3006,EU,ES
LEQ,EGHC,Land's End Airport,50.102798,-5.67056,398,EU,GB
LEU,LESU,Pirineus - la Seu d'Urgel Airport,42.3386,1.40917,2625,EU,ES
LEY,EHLE,Lelystad Airport,52.4603,5.52722,-13,EU,NL
LGG,EBLG,Liège Airport,50.63740158,5.443220139,659,EU,BE
LGO,EDWL,Langeoog Airport,53.74250031,7.497777939,7,EU,DE
LGW,EGKK,London Gatwick Airport,51.148102,-0.190278,202,EU,GB
LHA,EDTL,Lahr Airport,48.36930084,7.827720165,511,EU,DE
LHR,EGLL,London Heathrow Airport,51.4706,-0.461941,83,EU,GB
LID,EHVB,Valkenburg Naval Air Base,52.16609955,4.41794014,1,EU,NL
LIG,LFBL,Limoges Airport,45.8628006,1.179440022,1300,EU,FR
LIL,LFQQ,Lille-Lesquin Airport,50.563332,3.086886,157,EU,FR
LIN,LIML,Milano Linate Airport,45.445099,9.27674,353,EU,IT
LIS,LPPT,Humberto Delgado Airport (Lisbon Portela Airport),38.7813,-9.13592,374,EU,PT
LJU,LJLJ,Ljubljana Jože Pučnik Airport,46.223701,14.4576,1273,EU,SI
LKL,ENNA,Banak Airport,70.06880188,24.9734993,25,EU,NO
LKN,ENLK,Leknes Airport,68.15249634,13.6093998,78,EU,NO
LKZ,EGUL,RAF Lakenheath,52.40930176,0.56099999,32,EU,GB
LLA,ESPA,Luleå Airport,65.54380035,22.12199974,65,EU,SE
LME,LFRM,Le Mans-Arnage Airport,47.94860077,0.201666996,194,EU,FR
LMO,EGQS,RAF Lossiemouth,57.7052002,-3.339169979,42,EU,GB
LMP,LICD,Lampedusa Airport,35.497898,12.6181,70,EU,IT
LNX,XUBS,Smolensk North Airport,54.824,32.025,820,EU,RU
LNZ,LOWL,Linz Hörsching Airport,48.2332,14.1875,980,EU,AT
LPA,GCLP,Gran Canaria Airport,27.93190002,-15.38659954,78,EU,ES
LPI,ESSL,Linköping City Airport,58.40620041,15.68050003,172,EU,SE
LPK,UUOL,Lipetsk Airport,52.70280075,39.53779984,584,EU,RU
LPL,EGGP,Liverpool John Lennon Airport,53.33359909,-2.849720001,80,EU,GB
LPP,EFLP,Lappeenranta Airport,61.044601,28.144743,349,EU,FI
LPX,EVLA,Liepāja International Airport,56.51750183,21.09690094,16,EU,LV
LPY,LFHP,Le Puy-Loudes Airport,45.08069992,3.7628901,2731,EU,FR
LRA,LGLR,Larisa Air Base,39.650253,22.4655,241,EU,GR
LRH,LFBH,La Rochelle-Île de Ré Airport,46.17919922,-1.195279956,74,EU,FR
LRS,LGLE,Leros Airport,37.184898,26.800301,39,EU,GR
LRT,LFRH,Lorient South Brittany (Bretagne Sud) Airport,47.76060104,-3.440000057,160,EU,FR
LSI,EGPB,Sumburgh Airport,59.87889862,-1.295560002,20,EU,GB
LSO,LFOO,Les Sables-d'Olonne Talmont Airport,46.47689819,-1.722779989,105,EU,FR
LSZ,LDLO,Lošinj Island Airport,44.56579971,14.39309978,151,EU,HR
LTN,EGGW,London Luton Airport,51.87469864,-0.368333012,526,EU,GB
LTQ,LFAT,Le Touquet-Côte d'Opale Airport,50.51739883,1.620589972,36,EU,FR
LTR,EILT,Letterkenny Airfield,54.951302,-7.67283,20,EU,IE
LTT,LFTZ,La Môle Airport,43.205399,6.482,59,EU,FR
LUE,LZLU,Lučenec Airport,48.33940125,19.73579979,,EU,SK
LUG,LSZA,Lugano Airport,46.00429916,8.910579681,915,EU,CH
LUX,ELLX,Luxembourg-Findel International Airport,49.6233333,6.2044444,1234,EU,LU
LUZ,LUZ,Lublin Airport,51.240278,22.713611,633,EU,PL
LVA,LFOV,Laval-Entrammes Airport,48.03139877,-0.742986023,330,EU,FR
LWK,EGET,Lerwick / Tingwall Airport,60.19219971,-1.243610024,43,EU,GB
LWO,UKLL,Lviv International Airport,49.8125,23.95610046,1071,EU,UA
LWR,EHLW,Leeuwarden Air Base,53.22859955,5.760560036,3,EU,NL
LXS,LGLM,Limnos Airport,39.917099,25.23629951,14,EU,GR
LYC,ESNL,Lycksele Airport,64.5483017,18.71619987,705,EU,SE
LYE,EGDL,RAF Lyneham,51.5051,-1.99343,513,EU,GB
LYM,EGMK,Lympne Airport,51.08,1.013,351,EU,GB
LYN,LFLY,Lyon-Bron Airport,45.72719955,4.944270134,659,EU,FR
LYR,ENSB,"Svalbard Airport, Longyear",78.24610138,15.46560001,88,EU,NO
LYS,LFLL,Lyon Saint-Exupéry Airport,45.725556,5.081111,821,EU,FR
LYX,EGMD,Lydd Airport,50.95610046,0.939167023,13,EU,GB
MAD,LEMD,Adolfo Suárez Madrid–Barajas Airport,40.471926,-3.56264,1998,EU,ES
MAH,LEMH,Menorca Airport,39.86259842,4.218649864,302,EU,ES
MAN,EGCC,Manchester Airport,53.35369873,-2.274950027,257,EU,GB
MBX,LJMB,Maribor Airport,46.47990036,15.68610001,876,EU,SI
MCM,LNMC,Monaco Heliport,43.725601,7.41917,20,EU,MC
MCQ,LHMC,Miskolc Airport,48.13690186,20.79140091,390,EU,HU
MCU,LFBK,Montluçon-Guéret Airport,46.22259903,2.363960028,1497,EU,FR
MCX,URML,Uytash Airport,42.81679916,47.65230179,12,EU,RU
MEH,ENMH,Mehamn Airport,71.02970123,27.82670021,39,EU,NO
MEN,LFNB,Mende-Brenoux Airfield,44.502102,3.53282,3362,EU,FR
MFX,LFKX,Méribel Altiport,45.407003,6.577942,5636,EU,FR
MGL,EDLN,Mönchengladbach Airport,51.230278,6.504444,125,EU,DE
MHG,EDFM,Mannheim-City Airport,49.473057,8.514167,308,EU,DE
MHP,UMMM,Minsk 1 Airport,53.864498,27.5397,748,EU,BY
MHQ,EFMA,Mariehamn Airport,60.12220001,19.89819908,17,EU,FI
MHZ,EGUN,RAF Mildenhall,52.36190033,0.486405998,33,EU,GB
MIK,EFMI,Mikkeli Airport,61.6866,27.201799,329,EU,FI
MJF,ENMS,Mosjøen Airport (Kjærstad),65.78399658,13.21490002,237,EU,NO
MJT,LGMT,Mytilene International Airport,39.05670166,26.59830093,60,EU,GR
MJV,LELC,San Javier Airport,37.77500153,-0.812389016,11,EU,ES
MKA,LKMR,Mariánské Lázně Airport,49.92279816,12.72469997,1772,EU,CZ
MLA,LMML,Malta International Airport,35.857498,14.4775,300,EU,MT
MLN,GEML,Melilla Airport,35.27980042,-2.956259966,156,EU,ES
MLO,LGML,Milos Airport,36.696899,24.4769,10,EU,GR
MME,EGNV,Durham Tees Valley Airport,54.50920105,-1.429409981,120,EU,GB
MMK,ULMM,Murmansk Airport,68.78170013,32.75080109,266,EU,RU
MMX,ESMS,Malmö Sturup Airport,55.53630536,13.37619781,236,EU,SE
MOL,ENML,Molde Airport,62.74470139,7.262499809,10,EU,NO
MPL,LFMT,Montpellier-Méditerranée Airport,43.57619858,3.963010073,17,EU,FR
MPW,UKCM,Mariupol International Airport,47.0760994,37.44960022,251,EU,UA
MQF,USCM,Magnitogorsk International Airport,53.39310074,58.75569916,1430,EU,RU
MQJ,UEMA,Moma Airport,66.450861,143.261551,656,EU,RU
MQN,ENRA,"Mo i Rana Airport, Røssvoll",66.36389923,14.30140018,229,EU,NO
MRS,LFML,Marseille Provence Airport,43.43927192,5.221424103,74,EU,FR
MRV,URMM,Mineralnyye Vody Airport,44.22510147,43.08190155,1054,EU,RU
MRW,EKMB,Lolland Falster Maribo Airport,54.699299,11.4401,16,EU,DK
MSE,EGMH,Kent International Airport,51.342201,1.34611,178,EU,GB
MSQ,UMMS,Minsk National Airport,53.88249969,28.03070068,670,EU,BY
MST,EHBK,Maastricht Aachen Airport,50.911701,5.77014,375,EU,NL
MUC,EDDM,Munich Airport,48.353802,11.7861,1487,EU,DE
MUC,XMUC,Flughafen München-Riem,48.13779831,11.69029999,,EU,DE
MVA,BIRL,Reykjahlíð Airport,65.65579987,-16.91810036,1030,EU,IS
MVQ,UMOO,Mogilev Airport,53.95489883,30.0951004,637,EU,BY
MVV,LFHM,Megève Altiport,45.823005,6.649406,4823,EU,FR
MXN,LFRU,Morlaix-Ploujean Airport,48.60319901,-3.815779924,272,EU,FR
MXP,LIMC,Malpensa International Airport,45.6306,8.72811,768,EU,IT
MXR,UA-0049,Myrhorod Air Base,49.932,33.641,400,EU,UA
MXX,ESKM,Mora Airport,60.957901,14.5114,634,EU,SE
MZM,LFSF,Metz-Frescaty (BA 128) Air Base,49.071701,6.13167,629,EU,FR
NAL,URMN,Nalchik Airport,43.51290131,43.63660049,1461,EU,RU
NAP,LIRN,Naples International Airport,40.886002,14.2908,294,EU,IT
NBC,UWKE,Begishevo Airport,55.56470108,52.09249878,643,EU,RU
NCE,LFMN,Nice-Côte d'Azur Airport,43.65840149,7.215869904,12,EU,FR
NCL,EGNT,Newcastle Airport,55.03749847,-1.691669941,266,EU,GB
NCY,LFLP,Annecy-Haute-Savoie-Mont Blanc Airport,45.9308333,6.1063889,1521,EU,FR
NDY,EGES,Sanday Airport,59.25030136,-2.576669931,68,EU,GB
NEF,UWUF,Neftekamsk Airport,56.10689926,54.34719849,456,EU,RU
NEI,UHWT,Terney Airport,45.0825,136.5912,33,EU,RU
NGK,RU-0025,Nogliki Airport,51.780102,143.139008,109,EU,RU
NHT,EGWU,RAF Northolt,51.5530014,-0.418166995,124,EU,GB
NIT,LFBN,Niort-Souché Airport,46.313477,-0.394529,203,EU,FR
NLI,UHNN,Nikolayevsk-na-Amure Airport,53.154999,140.649994,170,EU,RU
NLV,UKON,Mykolaiv International Airport,47.05789948,31.9197998,184,EU,UA
NNM,ULAM,Naryan Mar Airport,67.63999939,53.12189865,36,EU,RU
NNR,EICA,Connemara Regional Airport,53.2303009,-9.467780113,70,EU,IE
NOC,EIKN,Ireland West Knock Airport,53.91030121,-8.818490028,665,EU,IE
NOD,EDWS,Norden-Norddeich Airport,53.63305664,7.190278053,3,EU,DE
NOR,BINF,Norðfjörður Airport,65.13189697,-13.74639988,13,EU,IS
NOZ,UNWW,Spichenkovo Airport,53.811401,86.877197,1024,EU,RU
NQT,EGBN,Nottingham Airport,52.91999817,-1.079169989,138,EU,GB
NQY,EGHQ,Newquay Cornwall Airport,50.44060135,-4.995409966,390,EU,GB
NRD,EDWY,Norderney Airport,53.706944,7.23,7,EU,DE
NRK,ESSP,Norrköping Airport,58.5862999,16.25060081,32,EU,SE
NRL,EGEN,North Ronaldsay Airport,59.36750031,-2.434439898,40,EU,GB
NRN,EDLV,Weeze Airport,51.60240173,6.142169952,106,EU,DE
NSY,LICZ,Sigonella Navy Air Base,37.401699,14.9224,79,EU,IT
NTB,ENNO,Notodden Airport,59.565701,9.21222,63,EU,NO
NTE,LFRS,Nantes Atlantique Airport,47.15319824,-1.610730052,90,EU,FR
NUE,EDDN,Nuremberg Airport,49.498699,11.078056,1046,EU,DE
NVK,ENNK,Narvik Framnes Airport,68.436897,17.3867,95,EU,NO
NVR,ULNN,Novgorod Airport,58.49330139,31.24169922,85,EU,RU
NVS,LFQG,Nevers-Fourchambault Airport,47.00260162,3.113329887,602,EU,FR
NWI,EGSH,Norwich International Airport,52.67580032,1.282780051,117,EU,GB
NYA,USHN,Nyagan Airport,62.110001,65.614998,361,EU,RU
NYO,ESKN,Stockholm Skavsta Airport,58.78860092,16.91220093,140,EU,SE
NYR,UENN,Nyurba Airport,63.294998,118.336998,394,EU,RU
OBF,EDMO,Oberpfaffenhofen Airport,48.081402,11.2831,1947,EU,DE
OBN,EGEO,Oban Airport,56.46350098,-5.399670124,20,EU,GB
OBS,LFHO,Aubenas-Ardèche Méridional Airport,44.544203,4.372192,923,EU,FR
ODB,LEBA,Córdoba Airport,37.84199905,-4.848879814,297,EU,ES
ODE,EKOD,Odense Airport,55.47669983,10.33090019,56,EU,DK
ODH,EGVO,RAF Odiham,51.23410034,-0.942825019,405,EU,GB
ODS,UKOO,Odessa International Airport,46.42679977,30.67650032,172,EU,UA
