,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
22,3556169.756721343,7886397.507970647,4562489.007781655,3937272.7191790366,10713606.76178587,10800381.698333537,8950506.810423262,8587184.469917547,11657038.243764147,2474435.398446258,6760732.186439236,11697362.947548565,18932486.11645833,1565303.910424057,5819880.377011787,7372774.766970564,16408761.67258377,12387999.847097766,8057341.440462758,11870904.439327223,3532314.274297572,7256688.3360890895,0.0,8111873.590860581,14325014.497600468,6776072.852225635,12769698.16079518,12679873.28664187,6428308.123595662,6621261.594719502,18391452.610304188,14115977.004279653,13755081.43741519,13444515.218166878,9606354.12744242,14531560.845695442,6134710.490135976,11420819.493114574,10968293.409692112,15671560.073761009,2021135.3570016169,7373071.90538209,9503774.95666275,4880868.764590343,3625138.965749275,5113932.301559477,5351063.631128212,15067784.34448136
23,10472307.288909787,9697557.554924292,4330992.1782583855,6817557.285204246,13918240.342352428,17684276.143037226,7083346.956542313,3829083.557550058,5690983.274140424,6841836.118984947,8320321.360732162,14532546.924628489,11983126.170217354,6585365.441316985,13930179.543047428,927636.4309422765,15407049.960288042,11077966.789189601,12883788.818632148,17668949.081281744,10083201.963550728,2056778.2627347077,8111873.590860581,0.0,7623810.176858807,14158056.019309744,8079555.122134776,4695887.869033617,1956518.368417949,2653825.3824328515,10281447.68923424,14869597.036134478,16634204.672575478,8876709.353494048,9048032.699708778,14400370.668617543,7962956.825556249,12022175.491926353,2858818.023876509,15996987.432386724,7782549.34266701,7922482.301240865,3860505.9762011007,3511869.9280773187,8319038.186446938,9203966.012925468,7626360.581127204,10248540.117843302
24,17803523.904479116,8306222.261733779,9873199.322434772,14436780.303944409,8901042.450782405,11882387.962129997,12196092.29723632,9872787.593138646,8382571.10917293,14276567.046089994,14846283.878945768,13913013.930831429,5101052.477235883,13333032.746382926,16211870.10374979,7952693.455409686,8206783.568151933,11907902.137503846,10599315.859708592,10889689.36841164,13000644.874069883,9459349.246997947,14325014.497600468,7623810.176858807,0.0,13709180.281675456,2327694.5044212253,3463450.1454423135,9571796.775881486,10166418.292475984,4524140.048652415,7532947.700707776,9136927.89315311,2350230.7827091725,6219922.741991687,11096880.478266172,14884202.104678093,6777221.161955138,5313634.734646201,8557389.754112594,12608491.232209764,14086890.53064848,4918055.054108185,9836769.371269261,15942542.18250302,10684010.68155465,14920545.775239866,8753283.917157603
25,6546761.768924979,6188787.1006326545,9827132.813872268,10032436.882798366,4991965.894873517,4103415.0611624885,14028742.793635286,15262078.542316742,17856888.179146525,8981552.736156635,11258313.9112309,9670453.314214094,12615057.314188007,8298595.966543232,2502924.16347355,13236777.775421558,9751385.602616811,13245342.102919,3166410.417977078,5116578.544078218,4082802.1622313936,13967172.53268738,6776072.852225635,14158056.019309744,13709180.281675456,0.0,11550998.680501102,16359340.822064927,12986538.44929507,13378846.324024813,14597735.649590643,7662825.342408209,6981629.164970556,11360429.569009056,8018564.701750194,11170426.340002,11006939.88449281,6954934.500557621,16359137.798716424,8966034.684908388,6466311.470638971,12060653.284417225,12660529.193755027,10681652.896266257,8801587.983404467,5254095.5385448495,10612826.42539544,15387415.513982678
26,16234151.222166881,5986592.475320915,8853377.945302347,14476444.60266945,7080599.167242806,10675215.916065427,14088148.78486288,11230113.82228105,10434794.699628443,13655384.86051058,16310116.715814322,15417187.360690027,6377710.633709323,12241683.431784516,14025443.577613946,8060499.828227659,8725709.243410785,14181189.171216652,8390144.24131087,9902118.799904367,10773962.52931137,10124907.552075393,12769698.16079518,8079555.122134776,2327694.5044212253,11550998.680501102,0.0,5122930.39156237,9830115.803700158,10726453.347304191,6462808.539628331,6791956.97574366,8567398.919703778,866788.6213605532,3898041.1562013654,12644238.45784942,16036511.179867199,4834820.95582994,6572780.772967976,8792892.894177955,10825009.633233387,15720369.83616278,4445748.530784059,9153596.71841686,15651190.970439669,8466814.748154959,15668828.932604063,11009838.743383275
27,15064248.570695944,10178356.216734888,8301364.729564683,11212574.69955135,12187100.90756476,15322067.051452652,8971398.349677663,6410285.171081385,5374135.089779779,11507969.735301778,11447215.660832386,13738662.148582267,7296204.885213952,11221235.103883479,18153257.722963445,5330748.053952877,10724257.64903942,10356089.477564702,13279951.307322385,14281816.509288067,13492281.972252833,6208681.951018095,12679873.28664187,4695887.869033617,3463450.1454423135,16359340.822064927,5122930.39156237,0.0,6600417.923294321,6937350.019342495,5726246.458861302,10931912.335158836,12408423.405256437,5562762.438457069,8358844.162135228,11594900.051169522,11429163.839940617,9954783.71683235,1958796.2167754134,11303137.97196598,11805877.047829803,10731023.000926383,4037605.2193778493,7814377.457887904,12731024.016790306,11566298.179372381,11468449.3210553,7765685.475782297
28,8522076.243435474,10037107.26437143,3619285.5349223698,4882994.342950423,14531363.6680908,17078335.76797806,6201671.12423197,3377727.620267299,6164991.544245895,4909126.9855877515,6750865.530180547,13578364.948578712,13820988.068927918,4864471.206870256,12197218.202044062,1771499.9495588348,17167923.827521313,10721961.071602475,12703637.538158884,17912049.569008145,8986274.783519704,1146887.0630146554,6428308.123595662,1956518.368417949,9571796.775881486,12986538.44929507,9830115.803700158,6600417.923294321,0.0,1133378.4911075889,11998089.290307548,16547807.561597142,18293275.147308327,10665168.533886211,9981094.58756245,14504768.439691218,6292148.46188966,13120321.81592165,4687107.935601342,17865691.104347553,6544347.263086701,6513867.81684413,5420304.87309683,2621502.6945674727,6371361.970717735,8737489.4946731,5838781.276223392,10852013.024545737
29,8127953.216359839,11125128.544246064,4584996.159956315,4295447.25692158,15619469.148441188,17404953.99344775,5072132.929908283,2420143.010532571,5427515.510348275,4695618.147644743,5732400.670118621,12455817.46564401,13840901.729033489,5081672.5107652545,12150855.812961021,2774528.9057800295,16847529.584083024,9624993.810624605,13606151.56506972,18491899.009296864,9569079.537468111,729402.9574641155,6621261.594719502,2653825.3824328515,10166418.292475984,13378846.324024813,10726453.347304191,6937350.019342495,1133378.4911075889,0.0,11899434.97676111,17517981.923971523,19286684.802971963,11530026.36723524,11113280.814163521,13442706.566306856,5328936.341759569,14249876.978959562,4978563.56585324,17644771.86502659,7120455.853016971,5433792.015128004,6401762.667023414,3591335.722052085,5819810.472285205,9629766.4277485,4972964.572987982,10023922.523406848
30,17284590.16161304,12051492.624171643,13945883.655280765,15232707.573218847,10155226.509346291,10700396.6011641,10428400.443523373,10138249.021014363,7209161.366068897,16423113.957987789,12983726.789068826,9396140.80232516,1983313.9853910066,16853897.327909105,15788298.06185151,11020140.043800894,5174964.742724764,7880416.281146695,12751980.022288768,9601837.171509271,16928861.748532806,11231504.832288971,18391452.610304188,10281447.68923424,4524140.048652415,14597735.649590643,6462808.539628331,5726246.458861302,11998089.290307548,11899434.97676111,0.0,6991149.066841062,7656834.677314376,5955909.887705002,10087250.560650412,6607663.2728569545,13511434.330029756,8971556.695235018,7423977.599370678,5882454.804591988,17121560.21142487,12252344.33309166,9106574.739231367,13539248.433520088,16102727.783740614,14796045.858680638,14183072.824549863,4812186.058578539
31,13861105.955241965,7479212.770124108,14017759.103637049,17673905.17982662,3488162.8373210025,4397749.5240474185,16453374.989526983,17048129.82076994,14187535.45628002,16553958.13547201,16703941.278993353,9743313.945131632,5049720.515065209,15330869.59871879,9552236.298390403,14790850.142145388,3552131.8298065867,11881401.239972277,6107723.680644392,3359063.2716074116,10635595.424881723,16897293.387494702,14115977.004279653,14869597.036134478,7532947.700707776,7662825.342408209,6791956.97574366,10931912.335158836,16547807.561597142,17517981.923971523,6991149.066841062,0.0,1781015.7154951326,5994991.488053566,6884149.259234829,8099416.099933125,17152764.78834806,3813542.616270576,12842167.245338842,2994435.9263078705,12821937.475559931,16857771.3666032,11140260.29372337,14856177.910518983,16264666.241260258,9705269.392282967,17486922.26569401,10408268.226337476
32,12520783.301382538,8552290.617798416,15182258.916397156,16382250.3336741,4109512.2224021833,3105623.5546707828,15353941.501780296,17550294.624665923,14434835.328980485,15846905.689540442,14945903.756218502,8113377.688388794,5685034.264381508,15246477.332523208,8406344.268342733,16562644.186008979,2978823.086081609,10727048.682995921,6359491.181967503,1983495.5446998412,10611106.27770404,18596053.170710243,13755081.43741519,16634204.672575478,9136927.89315311,6981629.164970556,8567398.919703778,12408423.405256437,18293275.147308327,19286684.802971963,7656834.677314376,1781015.7154951326,0.0,7759553.954775697,8372494.940229153,6878657.9849403575,15372055.976191485,5227444.814051308,14364081.881415928,2196005.0376783228,13025703.062730147,15197487.936182871,12917009.941253705,16142115.40374719,14859475.864057051,10292375.607377363,15744474.594262177,9992626.881188696
33,16763133.174484305,6235310.45550692,9687067.164220363,15343151.241444046,6639412.956001066,10024391.71088794,14495042.493967667,11853910.355661811,10715771.729842313,14494575.747909164,16966533.34728523,14612931.410955187,5646418.506057711,13034028.224866424,13863340.89903745,8899587.41037173,7864746.946465389,13812601.889399944,8253613.35833765,9186126.736915719,11132433.451698627,10906531.210906692,13444515.218166878,8876709.353494048,2350230.7827091725,11360429.569009056,866788.6213605532,5562762.438457069,10665168.533886211,11530026.36723524,5955909.887705002,5994991.488053566,7759553.954775697,0.0,4177315.091457654,11889067.868544025,16789619.850152686,4454400.1072797645,7174583.056718224,7926185.345304117,11456292.979792278,16289196.35278473,5303395.405067941,10013362.931971764,16495756.686924944,8868965.639037156,16495997.047204202,10663535.55697298
34,12608989.091461388,2088726.3599942555,7193972.219447077,12838263.54380871,4880926.547064967,8844761.460722461,16113538.571844732,12876395.190866675,13612116.686947718,11424937.840171421,15984673.841841249,16395560.708443973,9359446.759403288,9733711.845588464,10336186.514402969,8492241.378379079,10202012.97039278,17965658.25373055,4936740.337951059,8626170.70268615,6955129.083790314,10856446.27271379,9606354.12744242,9048032.699708778,6219922.741991687,8018564.701750194,3898041.1562013654,8358844.162135228,9981094.58756245,11113280.814163521,10087250.560650412,6884149.259234829,8372494.940229153,4177315.091457654,0.0,14885984.435737843,15312961.850869108,3145325.799875556,9079852.498924674,9819597.739368698,7591578.194184791,16199119.53733195,5436006.188531637,7976032.07099313,13177380.02407261,4710016.552027144,14504271.722865198,14840796.915568551
